gid	Domain	Real-domain	full-name	Organism-prefix	org-nicknames	gene-pattern	alt-gene-pattern	gene-prefix	Provisional	Circular	Complete	Host	Systematic-name	Lifestyle	Phylogeny	Taxonomy-ID	Contigs	Number-of-contigs	Total-length	GC%	Seed?
198538.1	Virus	Bacteriophage	Streptococcus phage 315-1	Spy-315-1	(Spy-315-1)	-	SpyM3_([0-9]+)	Spy-315-1_	-	T	@	Streptococcus pyogenes	vB_SPy__315.1	Temperate/ Prophage	-	-	NC_004584	1	39538	37.8	1213884725
198539.1	Virus	Bacteriophage	Streptococcus phage 315-2	Spy-315-2	(Spy-315-2)	-	SpyM3_([0-9]+)	Spy-315-2_	-	T	@	Streptococcus pyogenes	vB_SPy__315.2	Temperate/ Prophage	-	-	NC_004585	1	41072	38.25	768662546
198540.1	Virus	Bacteriophage	Streptococcus phage 315-3	Spy-315-3	(Spy-315-3)	-	SpyM3_([0-9]+)	Spy-315-3_	-	T	@	Streptococcus pyogenes	vB_SPy__315.3	Temperate/ Prophage	-	-	NC_004586	1	34419	38.03	2114924899
198541.1	Virus	Bacteriophage	Streptococcus phage 315-4	Spy-315-4	(Spy-315-4)	-	SpyM3_([0-9]+)	Spy-315-4_	-	T	@	Streptococcus pyogenes	vB_SPy__315.4	Temperate/ Prophage	-	-	NC_004587	1	41796	38.57	222531762
198542.1	Virus	Bacteriophage	Streptococcus phage 315-5	Spy-315-5	(Spy-315-5)	-	SpyM3_([0-9]+)	Spy-315-5_	-	T	@	Streptococcus pyogenes	vB_SPy__315.5	Temperate/ Prophage	-	-	NC_004588	1	38206	38.08	1898095134
198543.1	Virus	Bacteriophage	Streptococcus phage 315-6	Spy-315-6	(Spy-315-6)	-	SpyM3_([0-9]+)	Spy-315-6_	-	T	@	Streptococcus pyogenes	vB_SPy__315.6	Temperate/ Prophage	-	-	NC_004589	1	40014	39.71	185577422
646413.2	Virus	Bacteriophage	Streptococcus phage 5093	Str-5093	(Str-5093 St5093)	-	st5093phage_([0-9]+)	St5093_	-	T	@	Streptococcus   	vB_S_S_5093	-	-	-	NC_012753	1	37184	38.03	-
112023.1	Virus	Bacteriophage	Streptococcus phage 7201	Sth-7201	(Sth-7201)	7201p[0-9]+	-	Str-7201-	-	T	@	Streptococcus thermophilus	vB_STh_S_7201	Temperate	-	-	NC_002185	1	35466	38.73	1912989544
459845.2	Virus	Bacteriophage	Streptococcus phage 858	Str-858	(Str-858 SP858)	SP858_gp[0-9]+	-	-	-	T	@	Streptococcus   	vB_S_S_858	-	-	-	NC_010353	1	35543	39.79	-
633135.2	Virus	Bacteriophage	Streptococcus phage Abc2	Str-abc2	(Str-abc2)	AP-Abc2_gp[0-9]+	-	-	-	T	@	Streptococcus 	-	-	-	-	-	-	-	-	-
682370.2	Virus	Bacteriophage	Streptococcus phage ALQ13-2	ALQ13-2	(ALQ13-2)	SP-ALQ13-2_gp[0-9]+	-	-	-	T	@	Streptococcus 	-	-	-	-	-	-	-	-	-
230871.1	Virus	Bacteriophage	Streptococcus phage C1	Spy-C1	(Spy-C1)	-	C1p([0-9]+)	Spy-C1p	-	T	@	Streptococcus pyogenes	vB_SPy_P_C1	Lytic	-	-	NC_004814	1	16687	34.63	3191541347
10747.1	Virus	Bacteriophage	Streptococcus phage Cp-1	Spy-Cp-1	(Spy-Cp-1)	-	Cp-1p([0-9]+)	Spy-Cp-1p	-	T	@	Streptococcus 	vB_S_P_Cp-1	Lytic	-	-	NC_001825	1	19343	38.83	1619865966
90410.1	Virus	Bacteriophage	Streptococcus phage DT1	DT1	(DT1)	DT1p[0-9]+	-	DT1-	-	T	@	Streptococcus thermophilus	vB_STh_S_DT1	Temperate	-	-	NC_002072	1	34815	39.07	2705088349
372457.2	Virus	Bacteriophage	Streptococcus phage M102	M102	(M102)	M102_gp[0-9]+	-	-	-	T	@	Streptococcus   	vB_S_S_M102	-	-	-	NC_012884	1	31147	39.21	-
120574.1	Virus	Bacteriophage	Streptococcus phage MM1	MM1	(MM1)	MM1p[0-9]+	-	MM1-	-	T	@	Streptococcus pneumoniae	vB_SPn_S_MM1	Temperate	-	-	NC_003050	1	40248	38.41	1162740244
341698.2	Virus	Bacteriophage	Streptococcus phage MM1 1998	MM1_1998	(MM1_1998)	-	-	-	-	T	@	Streptococcus   	vB_S_S_MM1_1998	-	-	-	DQ113772	1	38893	38.11	-
403905.2	Virus	Bacteriophage	Streptococcus phage P9	Str-P9	(Str-P9)	-	P9_gp([0-9]+)	Str-P9_gp	-	T	@	Streptococcus   	vB_S_S_P9	-	-	-	NC_009819	1	40539	39.65	-
644007.2	Virus	Bacteriophage	Streptococcus phage PH10	PH10	(PH10)	PH10_gp[0-9]+	-	-	-	T	@	Streptococcus   	vB_S_S_PH10	-	-	-	NC_012756	1	31276	39.49	-
537874.2	Virus	Bacteriophage	Streptococcus phage PH15	Str-PH15	(Str-PH15)	phiPH15_gp[0-9]+	-	-	-	T	@	Streptococcus   	vB_S_S_PH15	-	-	-	NC_010945	1	39136	40.51	-
423476.2	Virus	Bacteriophage	Streptococcus phage phi3396	phi3396	(phi3396)	phi3396_[0-9]+	-	-	-	T	@	Streptococcus   	vB_S_S_phi3396	-	-	-	NC_009018	1	38528	37.48	-
78541.1	Virus	Bacteriophage	Streptococcus phage Sfi11	Sfi11	(Sfi11)	Sfi11p[0-9]+	-	Sfi11-	-	T	@	Streptococcus thermophilus	vB_STh_S_Sfi11	Temperate	-	-	NC_002214	1	39807	38.56	2738692358
72638.1	Virus	Bacteriophage	Streptococcus phage Sfi19	Sfi19	(Sfi19)	Sfi19p[0-9]+	-	Sfi19-	-	T	@	Streptococcus thermophilus	vB_STh_S_Sfi19	Temperate	-	-	NC_000871	1	37370	38.27	891218662
64186.1	Virus	Bacteriophage	Streptococcus phage Sfi21	Sfi21	(Sfi21)	Sfi21p[0-9]+	-	Sfi21-	-	T	@	Streptococcus thermophilus	vB_STh_S_Sfi21	Temperate	-	-	NC_000872	1	40739	37.57	1660467505
157924.1	Virus	Bacteriophage	Streptococcus phage SM1	SM1	(SM1)	Sm1p[0-9]+	-	-	-	T	@	Streptococcus mitis	vB_SMi_S_SM1	Temperate	-	-	NC_004996	1	34692	39.15	319162710
413066.2	Virus	Bacteriophage	Streptococcus phage SMP	SMP	(SMP SPSV)	SPSV_gp[0-9]+	-	-	-	T	@	Streptococcus  	vB_S__SMP	-	-	-	NC_008721	1	36216	41.61	-
173707.1	Virus	Bacteriophage	Streptococcus PhiNIH1-1	PhiNIH1-1	(PhiNIH1-1)	-	phiNIH1.1_([0-9]+)	PhiNIH1-1_	-	T	@	Streptococcus pyogenes	vB_SPy_S_PhiNIH1.1	Temperate	-	-	NC_003157	1	41796	38.57	17079501
85154.1	Virus	Bacteriophage	Streptococcus temperate phage O1205	O1205	(O1205)	O1205p[0-9]+	-	O1205-	-	T	@	Streptococcus thermophilus	vB_STh_S_O1205	Temperate	-	-	NC_004303	1	43075	38.26	543965120
12402.1	Virus	Bacteriophage	Streptomyces phage EJ-1	EJ-1	(EJ-1)	EJ-1p[0-9]+	-	EJ-1-	-	T	@	Streptomyces pneumoniae	vB_SPn_M_EJ-1	Temperate	-	-	NC_005294	1	42935	39.64	779978582
370623.2	Virus	Bacteriophage	Streptomyces phage mu1-6	mu1-6	(mu1-6 SPMV1)	SPMV1_gp[0-9]+	-	-	-	T	@	Streptomyces  	vB_S_S_mu1/6	-	-	-	NC_007967	1	38194	71.19	-
225588.1	Virus	Bacteriophage	Streptomyces phage phi-BT1	phi-BT1	(phi-BT1)	phiBT1p[0-9]+	-	phi-BT1-	-	T	@	Streptomyces lividans	vB_SLi_S_phi-BT1	Temperate	-	-	NC_004664	1	41831	62.76	2196844412
10719.1	Virus	Bacteriophage	Streptomyces phage phi-C31	phi-C31	(phi-C31)	phiC31p[0-9]+	-	phi-C31-	-	T	@	Streptomyces coelicolor	vB_SCo_S_phi-C31	Temperate	-	-	NC_001978	1	41491	63.62	3842888987
747763.5	Virus	Bacteriophage	Streptomyces phage phiSASD1	phiSASD1	(phiSASD1)	phiSA1p[0-9]+	-	-	-	T	@	Streptomyces 	-	-	-	-	-	-	-	-	-
10702.1	Virus	Bacteriophage	Streptomyces phage VWB	VWB	(VWB)	VWBp[0-9]+	-	VWB-	-	T	@	Streptomyces venezuelae	vB_SVe_S_VWB	Temperate	-	-	NC_005345	1	49220	71.14	273635086
490913.2	Virus	Bacteriophage	Sulfitobacter phage EE36phi1	EE36phi1	(EE36phi1 EE36P1)	EE36P1_gp[0-9]+	-	-	-	T	@	Sulfitobacter 	vB_S_P_EE36phi1	Lytic	-	-	NC_012696	1	73325	47.04	-
238854.4	Virus	Bacteriophage	Synechococcus phage S-PM2	S-PM2	(S-PM2)	S-PM2p[0-9]+	-	S-PM2-	-	T	@	Synechococcus 	-	-	-	-	-	-	-	-	-
555387.2	Virus	Bacteriophage	Synechococcus phage S-RSM4	S-RSM4	(S-RSM4 SRSM4)	SRSM4_[0-9]+	-	-	-	T	@	Staphylococcus 	vB_S_M_S-RSM4	-	-	-	NC_013085	1	194454	41.12	-
445683.3	Virus	Bacteriophage	Synechococcus phage S-ShM2	S-ShM2	(S-ShM2)	SShM2_[0-9]+	-	-	-	T	@	Synechococcus 	-	-	-	-	-	-	-	-	-
444859.3	Virus	Bacteriophage	Synechococcus phage S-SM1	S-SM1	(S-SM1)	SSM1_[0-9]+	-	-	-	T	@	Synechococcus 	-	-	-	-	-	-	-	-	-
444860.3	Virus	Bacteriophage	Synechococcus phage S-SM2	S-SM2	(S-SM2)	SSM2_[0-9]+	-	-	-	T	@	Synechococcus 	-	-	-	-	-	-	-	-	-
445685.3	Virus	Bacteriophage	Synechococcus phage S-SSM5	S-SSM5	(S-SSM5)	SSM5_[0-9]+	-	-	-	T	@	Synechococcus 	-	-	-	-	-	-	-	-	-
445686.3	Virus	Bacteriophage	Synechococcus phage S-SSM7	S-SSM7	(S-SSM7)	SSM7_[0-9]+	-	-	-	T	@	Synechococcus 	-	-	-	-	-	-	-	-	-
445684.3	Virus	Bacteriophage	Synechococcus phage Syn19	Syn19	(Syn19)	Syn19_[0-9]+	-	-	-	T	@	Synechococcus 	-	-	-	-	-	-	-	-	-
438482.2	Virus	Bacteriophage	Synechococcus phage Syn5	Syn5	(Syn5)	CSV5_gp[0-9]+	-	-	-	T	@	Synechococcus 	vB_S_P_Syn5	-	-	-	NC_009531	1	46214	54.97	-
382359.2	Virus	Bacteriophage	Synechococcus phage syn9	syn9	(syn9)	BSV9_gp[0-9]+	-	-	-	T	@	Synechococcus  	vB_S_M_syn9	-	-	-	NC_008296	1	177300	40.63	-
469660.2	Virus	Bacteriophage	Thalassomonas phage BA3	BA3	(BA3)	BA3_[0-9]+	-	-	-	T	@	Thalassomonas 	vB_T_P_BA3	-	-	-	NC_009990	1	37313	40.89	-
164037.1	Virus	Bacteriophage	Thermus phage IN93	IN93	(IN93)	IN93_[0-9]+	-	IN93-	-	T	@	Thermus 	vB_T__IN93	-	-	-	NC_004462	1	19603	65.94	1871349131
466051.2	Virus	Bacteriophage	Thermus phage P23-45	P23-45	(P23-45)	P23p[0-9]+	-	-	-	T	@	Thermus  	vB_T_S_P23-45	-	-	-	NC_009803	1	84201	57.76	-
466052.2	Virus	Bacteriophage	Thermus phage P74-26	P74-26	(P74-26)	P74p[0-9]+	-	-	-	T	@	Thermus  	vB_T_S_P74-26	-	-	-	NC_009804	1	83319	57.76	-
407392.2	Virus	Bacteriophage	Thermus phage phiYS40	phiYS40	(phiYS40 YS40)	YS40_[0-9]+	-	-	-	T	@	Thermus  	vB_T_M_phiYS40	-	-	-	NC_008584	1	152372	32.59	-
83201.1	Virus	Bacteriophage	Vibrio filamentous phage fs-2	fs-2	(fs-2)	fs-2_[0-9]+	-	fs-2-	-	T	@	Vibrio cholerae	vB_VCh_I_fs-2	-	-	-	NC_001956	1	8651	44.53	1686821652
70734.2	Virus	Bacteriophage	Vibrio phage K139	K139	(K139)	K139p[0-9]+	-	-	-	T	@	Vibrio  	vB_V_M_K139	-	-	-	NC_003313	1	33106	48.9	-
493906.2	Virus	Bacteriophage	Vibrio phage kappa	Vib-kappa	(Vib-kappa)	-	kp_([0-9]+)	Vib-kappa_	-	T	@	Vibrio  	vB_V_M_kappa	-	-	-	NC_010275	1	33134	48.89	-
292443.3	Virus	Bacteriophage	Vibrio phage KSF-1phi	KSF-1phi	(KSF-1phi)	-	KSF-1phigpORF([IVXL]+)	KSF-1phi-	-	T	@	Vibrio cholerae	vB_VCh_I_KSF-1phi	-	-	-	NC_006294	1	7107	44.38	2989295515
75320.1	Virus	Bacteriophage	Vibrio phage KVP40	KVP40	(KVP40)	-	-	KVP40-	-	T	@	Vibrio parahaemolyticus	vB_VPa_M_KVP40	Lytic	-	-	NC_005083	1	244835	42.6	2382108123
644563.2	Virus	Bacteriophage	Vibrio phage N4	Vib-N4	(Vib-N4)	VN4_[0-9]+	-	-	-	T	@	Vibrio 	-	-	-	-	-	-	-	-	-
70203.1	Virus	Bacteriophage	Vibrio phage O139 fs1	fs1	(fs1)	fs1p[0-9]+	-	-	-	T	@	Vibrio cholerae	vB_VCh_I_fs1	-	-	-	NC_004306	1	6340	43.42	4158076423
642111.2	Virus	Bacteriophage	Vibrio phage VEJphi	VEJphi	(VEJphi)	VEJphi_gp[0-9]+	-	-	-	T	@	Vibrio 	vB_V_I_VEJphi	-	-	-	NC_012757	1	6842	42.96	-
127511.3	Virus	Bacteriophage	Vibrio phage Vf12	Vf12	(Vf12)	-	vpf([0-9]+}	Vf12-	-	T	@	Vibrio parahaemolyticus	vB_VPa_I_Vf12	-	-	-	NC_005949	1	7965	45.67	1909471790
127509.3	Virus	Bacteriophage	Vibrio phage Vf33	Vf33	(Vf33)	-	vpf([0-9]+}	Vf33-	-	T	@	Vibrio parahaemolyticus	vB_VPa_I_Vf33	-	-	-	NC_005948	1	7965	45.66	3161498148
127507.1	Virus	Bacteriophage	Vibrio phage VfO3K6	VfO3K6	(VfO3K6)	VfO3K6p[0-9]+	-	VfO3K6-	-	T	@	Vibrio parahaemolyticus O3:K6	vB_VPa_I_VfO3K6	-	-	-	NC_002362	1	8784	45.16	2002522282
127508.1	Virus	Bacteriophage	Vibrio phage VfO4K68	VfO4K68	(VfO4K68)	VfO4K68p[0-9]+	-	VfO4K68-	-	T	@	Vibrio parahaemolyticus	vB_VPa_I_VfO4K68	-	-	-	NC_002363	1	6891	47.24	4164528871
223524.1	Virus	Bacteriophage	Vibrio phage VGJphi	VGJphi	(VGJphi)	VGJphip[0-9]+	-	-	-	T	@	Vibrio cholerae	vB_VCh_I_VGJphi	-	-	-	NC_004736	1	7542	43.37	2237567827
207597.1	Virus	Bacteriophage	Vibrio phage VHML	VHML	(VHML)	VHMLp[0-9]+	-	VHML-	-	T	@	Vibrio harveyi	vB_VHa_M_VHML	Temperate	-	-	NC_004456	1	43198	50.62	4273892456
260372.3	Virus	Bacteriophage	Vibrio phage VP2	VP2	(VP2)	VP2p[0-9]+	-	VP2-	-	T	@	Vibrio 	vB_V_P_VP2	Temperate	-	-	NC_005879	1	39853	50.56	1774066799
329886.3	Virus	Bacteriophage	Vibrio phage VP4	VP4	(VP4)	-	-	VP4-	-	T	@	Vibrio 	vB_V_P_VP4	Temperate	-	-	NC_007149	1	39503	42.61	1164843782
260827.3	Virus	Bacteriophage	Vibrio phage VP5	VP5	(VP5)	-	-	VP5-	-	T	@	Vibrio 	vB_V_P_VP5	Temperate	-	-	NC_005891	1	39786	50.49	2052697736
261726.2	Virus	Bacteriophage	Vibrio phage VP882	VP882	(VP882 VPVV882)	VPVV882_gp[0-9]+	-	-	-	T	@	Vibrio  	vB_V_M_VP882	-	-	-	NC_009016	1	38197	56.95	-
641832.2	Virus	Bacteriophage	Vibrio phage VP93	VP93	(VP93 VPP93)	VPP93_gp[0-9]+	-	-	-	T	@	Vibrio   	vB_V_P_VP93	-	-	-	NC_012662	1	43931	49.11	-
194802.1	Virus	Bacteriophage	Vibrio phage VpV262	VpV262	(VpV262)	VpV262p[0-9]+	-	VpV262-	-	T	@	Vibrio parahaemolyticus	vB_VPa_P_VpV262	Lytic	-	-	NC_003907	1	46012	49.52	3596999581
181604.1	Virus	Bacteriophage	Vibrio phage VSK	VSK	(VSK)	VSKp[0-9]+	-	-	-	T	@	Vibrio 	vB_V_I_VSK	-	-	-	NC_003327	1	6882	43.72	3245818167
180503.1	Virus	Bacteriophage	Vibrio phage VSKK	VSKK	(VSKK)	VSKKp[0-9]+	-	VSKK-	-	T	@	Vibrio cholerae O139	vB_VCh_I_VSKK	-	-	-	NC_003311	1	6834	43.5	3197233453
10862.3	Virus	Bacteriophage	Xanthomonas phage Cf1c	Cf1c	(Cf1c)	Cf1cp[0-9]+	-	-	-	T	@	Xanthomonas  	vB_X_I_Cf1c	-	-	-	NC_001396	1	7308	58.07	291837631
329254.2	Virus	Bacteriophage	Xanthomonas phage OP1	OP1	(OP1)	-	OP1_ORF([0-9]+)	OP1_	-	T	@	Xanthomonas  	vB_X_S_OP1	-	-	-	NC_007709	1	43785	51.07	-
331627.2	Virus	Bacteriophage	Xanthomonas phage OP2	OP2	(OP2)	-	OP2_ORF([0-9]+)	OP2_	-	T	@	Xanthomonus  	vB_X__OP2	-	-	-	NC_007710	1	46643	60.88	-
538979.2	Virus	Bacteriophage	Xanthomonas phage phiL7	phiL7	(phiL7)	phiL7_gp[0-9]+	-	-	-	T	@	Xanthomonas 	vB_X_S_phiL7	-	-	-	NC_012742	1	44080	55.64	-
470314.2	Virus	Bacteriophage	Xanthomonas phage Xop411	Xop411	(Xop411 XPphiXo411)	XPphiXo411_gp[0-9]+	-	-	-	T	@	Xanthomonas  	vB_X_S_Xop411	-	-	-	NC_009543	1	44520	51.9	-
232237.1	Virus	Bacteriophage	Xanthomonas phage Xp10	Xp10	(Xp10)	Xp10p[0-9]+	-	Xp10-	-	T	@	Xanthomonas oryzae	vB_XOr__Xp10	Lytic	-	-	NC_004902	1	44373	52.04	2364886532
322855.3	Virus	Bacteriophage	Xanthomonas phage Xp15	Xp15	(Xp15)	-	-	-	-	T	@	Xanthomonas campestris	vB_XCa__Xp15	-	-	-	NC_007024	1	55770	51.89	2098406471
369257.2	Virus	Bacteriophage	Yersinia phage Berlin	YPBV	(YPBV)	YPBV_gp[0-9]+	-	-	-	T	@	Yersinia 	vB_Y_P_Berlin	Lytic	-	-	NC_008694	1	38564	47.19	-
227940.1	Virus	Bacteriophage	Yersinia phage L-413C	L-413C	(L-413C)	L-413Cp[0-9]+	-	L-413C-	-	T	@	Yersinia pestis	vB_YPe_M_L-413C	-	-	-	NC_004745	1	30728	52.11	150210418
227720.1	Virus	Bacteriophage	Yersinia phage phiA1122	phiA1122	(phiA1122)	phiA1122p[0-9]+	-	-	-	T	@	Yersinia pestis pestis	vB_YPe_P_phiA1122	Lytic	-	-	NC_004777	1	37555	48.32	755845031
110457.1	Virus	Bacteriophage	Yersinia phage phiYeO3-12	phiYeO3-12	(phiYeO3-12)	phiYeO3-12p[0-9]+	-	phiYeO3-12-	-	T	@	Yersinia enterocolotica	vB_YEn_P_phiYeO3-12	Lytic	-	-	NC_001271	1	39600	50.63	72879703
172667.1	Virus	Bacteriophage	Yersinia phage PY54	PY54	(PY54)	PY54p[0-9]+	-	PY54-	-	T	@	Yersinia enterocolitica	vB_YEn_S_PY54	Temperate	-	-	NC_005069	1	46339	44.57	357781504
532078.2	Virus	Bacteriophage	Yersinia phage Yepe2	Yepe2	(Yepe2)	-	ASE_([0-9]+)	Yepe2-	-	T	@	Yersinia 	vB_Y_P_Yepe2	Lytic	-	-	NC_011038	1	38677	47.27	-
349163.4	Bacteria	Eubacteria	Acidiphilium cryptum JF-5	Acry-JF-5	(Acry-JF-5)	Acry_[0-9]+	-	acr-	-	T	T	-	-	-	-	-	-	-	-	-	-
204669.6	Bacteria	Eubacteria	Acidobacteria bacterium Ellin345	Abac-Ellin345	(Abac-Ellin345)	Acid345_[0-9]+	-	aba-	-	T	T	-	-	-	-	-	-	-	-	-	-
351607.5	Bacteria	Eubacteria	Acidothermus cellulolyticus 11B	Acel-11B	(Acel-11B)	Acel_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
397945.5	Bacteria	Eubacteria	Acidovorax avenae subsp citrulli AAC00-1	Aave-AAC00-1	(Aave-AAC00-1)	Aave_[0-9]+	-	aav-	-	T	T	-	-	-	-	-	-	-	-	-	-
232721.5	Bacteria	Eubacteria	Acidovorax sp JS42	Asp-JS42	(Asp-JS42)	Ajs_[0-9]+	-	ajs-	-	T	T	-	-	-	-	-	-	-	-	-	-
400667.4	Bacteria	Eubacteria	Acinetobacter baumannii ATCC 17978	Abau-17978	(Abau-17978 ATCC17978)	A1S_[0-9]+	-	acb-	-	T	T	-	-	-	-	-	-	-	-	-	-
62977.3	Bacteria	Eubacteria	Acinetobacter sp ADP1	Asp-ADP1	(Asp-ADP1)	ACIAD[0-9]+	-	aci-	-	T	T	-	-	-	-	-	-	-	-	-	-
714.2	Bacteria	Eubacteria	Actinobacillus actinomycetemcomitans HK1651	Aact-HK1651	(Aact-HK1651 HK1651)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
416269.5	Bacteria	Eubacteria	Actinobacillus pleuropneumoniae L20	Aple-L20	(Aple-L20)	APL_[0-9]+	-	apl-	-	T	T	-	-	-	-	-	-	-	-	-	-
228399.1	Bacteria	Eubacteria	Actinobacillus pleuropneumoniae serovar 1 str 4074	Aple-4074	(Aple-4074)	Aple[0-9]+	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
339671.5	Bacteria	Eubacteria	Actinobacillus succinogenes 130Z	Asuc-130Z	(Asuc-130Z)	Asuc_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
446462.5	Bacteria	Eubacteria	Actinosynnema mirum DSM 43827	Amir-43827	(Amir-43827 DSM43827)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
380703.5	Bacteria	Eubacteria	Aeromonas hydrophila subsp hydrophila ATCC 7966	Ahyd-7966	(Ahyd-7966 ATCC7966)	AHA_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
272557.1	Bacteria	Archaea	Aeropyrum pernix K1	Aper-K1	(Aper-K1)	APE[0-9]+	-	ape-	-	T	T	-	-	-	-	-	-	-	-	-	-
176299.3	Bacteria	Eubacteria	Agrobacterium tumefaciens str C58	Atum-C58	(Atum-C58)	Atu[0-9]+	-	-	-	(2)	@	-	-	-	-	-	-	-	-	-	-
349741.3	Bacteria	Eubacteria	Akkermansia muciniphila ATCC BAA-835	Amuc-BAA-835	(Amuc-BAA-835)	Amuc_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
393595.12	Bacteria	Eubacteria	Alcanivorax borkumensis SK2	Abor-SK2	(Abor-SK2)	ABO_[0-9]+	-	abo-	-	T	T	-	-	-	-	-	-	-	-	-	-
521098.4	Bacteria	Eubacteria	Alicyclobacillus acidocaldarius subsp acidocaldarius DSM 446	Aaci-446	(Aaci-446 DSM446)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
187272.6	Bacteria	Eubacteria	Alkalilimnicola ehrlichei MLHE-1	Aehr-MLHE-1	(Aehr-MLHE-1)	Mlg_[0-9]+	-	aeh-	-	T	T	-	-	-	-	-	-	-	-	-	-
293826.4	Bacteria	Eubacteria	Alkaliphilus metalliredigens QYMF	Amet-QYMF	(Amet-QYMF)	Amet_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
350688.3	Bacteria	Eubacteria	Alkaliphilus oremlandi oremlandii OhILAs	Aore-OhILAs	(Aore-OhILAs)	Clos_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
314275.3	Bacteria	Eubacteria	Alteromonas macleodii Deep ecotype	Amac-ecotype	(Amac-ecotype)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
452471.3	Bacteria	Eubacteria	Amoebophilus asiaticus 5a2	Aasi-5a2	(Aasi-5a2)	Aasi_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
240292.3	Bacteria	Eubacteria	Anabaena variabilis ATCC 29413	Avar-29413	(A29413 ATCC29413 Avariabilis Avar ava29413 avar-29413)	Ava_[ABCD]?[0-9]+	-	ava-	-	T	T	-	-	-	-	-	-	-	-	-	-
525919.4	Bacteria	Eubacteria	Anaerococcus prevoti prevotii DSM 20548	Apre-20548	(Apre-20548 DSM20548)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
290397.13	Bacteria	Eubacteria	Anaeromyxobacter dehalogenans 2CP-C	Adeh-2CP-C	(Adeh-2CP-C)	Adeh_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
404589.4	Bacteria	Eubacteria	Anaeromyxobacter sp Fw109-5	Asp-Fw109-5	(Asp-Fw109-5)	Anae109_[0-9]+	-	afw-	-	T	T	-	-	-	-	-	-	-	-	-	-
234826.3	Bacteria	Eubacteria	Anaplasma marginale str  StMaries	Amar-Maries	(Amar-Maries)	AM[0-9]+	-	ama-	-	T	T	-	-	-	-	-	-	-	-	-	-
212042.5	Bacteria	Eubacteria	Anaplasma phagocytophilum HZ	Apha-HZ	(Apha-HZ)	APH_[0-9]+	-	aph-	-	T	T	-	-	-	-	-	-	-	-	-	-
224324.1	Bacteria	Eubacteria	Aquifex aeolicus VF5	Aaeo-VF5	(Aaeo-VF5)	aq_[0-9]+	-	aae-	-	T	T	-	-	-	-	-	-	-	-	-	-
322098.19	Bacteria	Eubacteria	Aster yellows witches-broom phytoplasma AYWB	Ayel-AYWB	(Ayel-AYWB)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
521095.5	Bacteria	Eubacteria	Atopobium parvulum DSM 20469	Apar-20469	(Apar-20469 DSM20469)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
314269.3	Bacteria	Eubacteria	Aurantimonas sp SI85-9A1	Asp-SI85-9A1	(Asp-SI85-9A1)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
76114.4	Bacteria	Eubacteria	Azoarcus sp EbN1	Asp-EbN1	(Asp-EbN1)	ebA[0-9]+	-	eba-	-	T	T	-	-	-	-	-	-	-	-	-	-
354.1	Bacteria	Eubacteria	Azotobacter vinelandii	A-vinelandii	(A-vinelandii)	Avin[0-9]+	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
280355.3	Bacteria	Eubacteria	Bacillus anthracis str A1055	Bant-A1055	(Bant-A1055)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
198094.1	Bacteria	Eubacteria	Bacillus anthracis str Ames	Bant-Ames	(Bant-Ames)	BA[0-9]+	-	ban-	-	T	T	-	-	-	-	-	-	-	-	-	-
261594.1	Bacteria	Eubacteria	Bacillus anthracis str Ames Ancestor	Bant-Ancestor	(Bant-Ancestor)	GBAA_pXO1_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
280477.3	Bacteria	Eubacteria	Bacillus anthracis str Australia 94	Bant-94	(Bant-94)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
280354.3	Bacteria	Eubacteria	Bacillus anthracis str CNEVA-9066	Bant-CNEVA-9066	(Bant-CNEVA-9066)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
205919.3	Bacteria	Eubacteria	Bacillus anthracis str Kruger B	Bant-B	(Bant-B)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
260799.1	Bacteria	Eubacteria	Bacillus anthracis str Sterne	Bant-Sterne	(Bant-Sterne)	BAS[0-9]+	-	bat-	-	T	T	-	-	-	-	-	-	-	-	-	-
